job_title,company,job_location,job_skills,job_link,cluster,nome_cluster,score_similaridade,score_percentual,ranking,categoria_compatibilidade,id_usuario,nome,titulo_postagem
Graphic Designer 3 (17987-1,"Systemart, LLC","Bellingham, WA","Interaction Design, Visual Design, Graphic Design, UX (User Experience), Figma, Microsoft (MSFT), Digital UX tools, MWF, Azure, Design systems, Crossdisciplinary design team, Customer journey innovation, Presentation skills, Communication skills, Creativity, Problemsolving skills, Adobe publishing and graphics software, UI Design, Cloud marketing web pages, UX standards, Design platforms, Design system, Prototyping, User goals, UX guidelines, Feedback, Critique, Project goals, Experience strategy, Collaboration, Web Marketing, Frontend development, Backend development",https://www.linkedin.com/jobs/view/graphic-designer-3-17987-1-at-systemart-llc-3793800504,2,Data / BI / Analytics,0.30535305480543884,30.54,3,Pouco compatível,5,Elisa,Protótipo de aplicativo educacional
UX Front End Designer,Procom,"Edmonton, Alberta, Canada","Frontend design, UI/UX design, Prototyping, Wireframing, Design patterns, Style guides, Accessibility, Agile methodology, Sprint planning, Sprint review, Demos, Retrospectives, Usability testing, Crossfunctional teams, Component libraries, Design systems",https://ca.linkedin.com/jobs/view/ux-front-end-designer-at-procom-3790410089,2,Data / BI / Analytics,0.3008316969973256,30.08,3,Pouco compatível,5,Elisa,Protótipo de aplicativo educacional
UX Designer,Innovative Defense Technologies (IDT),"Mount Laurel, NJ","UX Design, Figma, FigJam, Enterpriselevel applications, Design System, User stories, Acceptance criteria, Design artifacts, Application architecture, Feature sets, User Interface (UI), User Experience (UX), Adobe XD/Illustrator, Sketch, Accessibility guidelines, Agile software development processes, Jira, Git, Human factors, Humancentered design, Industrial design, Cognitive psychology, Iconography, Typography, Problemsolving, Verbal communication, Written communication, Independent work, Teamwork, Analytical abilities, Ownership, Urgency, Drive",https://www.linkedin.com/jobs/view/ux-designer-at-innovative-defense-technologies-idt-3715195172,2,Data / BI / Analytics,0.2962678404712704,29.63,3,Pouco compatível,5,Elisa,Protótipo de aplicativo educacional
Java; Big Data; SRE Engineer,"The Dignify Solutions, LLC","St Paul, MN","Java, Big Data, REST, API development",https://www.linkedin.com/jobs/view/java-big-data-sre-engineer-at-the-dignify-solutions-llc-3768004890,2,Data / BI / Analytics,0.5175807449756112,51.76,4,Moderadamente compatível,6,Felipe,Sistema CRUD em Java
Java/C# Developer,Accroid Inc,"Portland, OR","Java, C#, Swing, Zebra SDK, HID printer SDK, Software development, Design, Coding, Testing, Debugging, Smartcards, Credit card readers",https://www.linkedin.com/jobs/view/java-c%23-developer%C2%A0-at-accroid-inc-3788123891,2,Data / BI / Analytics,0.4308283283269003,43.08,4,Moderadamente compatível,6,Felipe,Sistema CRUD em Java
Lead Java Fullstack Developer,KRG Technologies Inc.,"Mississauga, Ontario, Canada","Java, Springboot, Microservices, Angular, JavaScript, CSS, J2EE, Spring, REST API, Devops, Cloud, Junit",https://ca.linkedin.com/jobs/view/lead-java-fullstack-developer-at-krg-technologies-inc-3804376477,5,Educação / Treinamento,0.4222023027045845,42.22,4,Moderadamente compatível,6,Felipe,Sistema CRUD em Java
Java full stack developer-MI/NC,iTech Solutions,"Southfield, MI","Java, SQL, Spring, Hibernate, Java 8, ORM, SOAP, RESTful web services, Agile, JMeter, Ant, Maven, Gradle, npm, Webpack, Gulp, Bower, Git, Jenkins, LESS, Production support, Troubleshooting, Project development, Testing lifecycle",https://www.linkedin.com/jobs/view/java-full-stack-developer-mi-nc-at-itech-solutions-3714394703,2,Data / BI / Analytics,0.3948723687544342,39.49,3,Pouco compatível,6,Felipe,Sistema CRUD em Java
Java Lead Developer,"Sunrise Systems, Inc.","Los Angeles, CA","Java, Spring Framework, Healthcare Domain, Leadership, Communication Skills, Teamwork, Organization Skills, Java Lead Developer",https://www.linkedin.com/jobs/view/java-lead-developer-at-sunrise-systems-inc-3647000273,5,Educação / Treinamento,0.36207178449410654,36.21,3,Pouco compatível,6,Felipe,Sistema CRUD em Java
IntelliJ SDK Engineer,VeeAR Projects Inc.,"Austin, TX","Intellij plugin development, JetBrains plugin SDK, Java, Kotlin, Swing, JetBrains/Intellij Plugins SDK, Code Completion/Suggestions, Best coding practices, JetBrains Family of IDE's internal architecture",https://www.linkedin.com/jobs/view/intellij-sdk-engineer-at-veear-projects-inc-3741390334,2,Data / BI / Analytics,0.34863931306696094,34.86,3,Pouco compatível,6,Felipe,Sistema CRUD em Java
Angular4 Developer,Vodastra Technologies,"Columbus, OH","Angular4, SQL Server, Java EE, JAX RS, SpringBoot, Maven",https://www.linkedin.com/jobs/view/angular4-developer-at-vodastra-technologies-3788047054,5,Educação / Treinamento,0.34503941002669125,34.5,3,Pouco compatível,6,Felipe,Sistema CRUD em Java
Java Full stack Developer w/d strong Angular Exp,"Donato Technologies, Inc.","Jersey City, NJ","Java, Angular (Version 14 or above), HTML, CSS, JavaScript, TypeScript, Angular Core Concepts, rxjs, AgGrid, Angular Material, Karma, Jasmine, Java Fundamentals, Spring Boot, Microservices, GIT, Sourcetree/TortoizeGit, Agile Fundaments, JIRA",https://www.linkedin.com/jobs/view/java-full-stack-developer-w-d-strong-angular-exp-at-donato-technologies-inc-3707615128,5,Educação / Treinamento,0.3152654426662103,31.53,3,Pouco compatível,6,Felipe,Sistema CRUD em Java
Sr. Java Developer,"UrBench, LLC","Austin, TX","Java, Java Enterprise Edition (JEE) Platform, Spring Framework, Java RESTful web services, JSON, Unit testing, System testing, JPA, Hibernate, Oracle Database, AJAX, ReactJS, Node.js, GitLab, Maven, Ansible, Cloud deployment, Reporting, Jasper, Power BI, Serverless functions, Jersey, ThymeLeaf, Visual Studio Code, Responsive Design, Prototyping",https://www.linkedin.com/jobs/view/sr-java-developer-at-urbench-llc-3737363596,2,Data / BI / Analytics,0.31191451090067407,31.19,3,Pouco compatível,6,Felipe,Sistema CRUD em Java
Java developer,Incorporan Inc,"Parsippany, NJ","Java, JEE, AWS, Angular, Agile, Leading Teams, Software Development, Software Engineering, Production Systems, AWS Certifications",https://www.linkedin.com/jobs/view/java-developer-at-incorporan-inc-3768033600,2,Data / BI / Analytics,0.3109960265153706,31.1,3,Pouco compatível,6,Felipe,Sistema CRUD em Java
Senior Software Engineer,Accroid Inc,"Dallas, TX","Cloud Security, Terraform, Git, Python, Go, NextGen PaC",https://www.linkedin.com/jobs/view/senior-software-engineer-at-accroid-inc-3764181856,2,Data / BI / Analytics,0.3412314655867585,34.12,3,Pouco compatível,7,Gabriela,Análise exploratória de dados públicos
生物信息学（研究员）,Asymchem Group,"Tianjin, Tianjin, China","Metabolic network modeling, Metabolic pathway analysis, Metabolic pathway design, Multiomics databases, Omics data analysis, R, Python, Matlab, English reading and writing, Scientific paper reading and writing",https://cn.linkedin.com/jobs/view/%E7%94%9F%E7%89%A9%E4%BF%A1%E6%81%AF%E5%AD%A6%EF%BC%88%E7%A0%94%E7%A9%B6%E5%91%98%EF%BC%89-at-asymchem-group-3758695495,2,Data / BI / Analytics,0.33439873388282637,33.44,3,Pouco compatível,7,Gabriela,Análise exploratória de dados públicos
Emulation Palladium Engineers,Mirafra Technologies,"Mountain View, CA","Synopsys Zebu, SoC, IP, Transactors, Emulation, Automation, C/C++, Python, Shell scripting",https://www.linkedin.com/jobs/view/emulation-palladium-engineers-at-mirafra-technologies-3790332816,2,Data / BI / Analytics,0.29698308971764764,29.7,3,Pouco compatível,7,Gabriela,Análise exploratória de dados públicos
Observability Engineer,Singleton Group,Denver Metropolitan Area,"Observability Engineer, Site Reliability Engineer, Grafana, Prometheus, Python, Automation, Infrastructure Management",https://www.linkedin.com/jobs/view/observability-engineer-at-singleton-group-3806826089,2,Data / BI / Analytics,0.2847813807381126,28.48,3,Pouco compatível,7,Gabriela,Análise exploratória de dados públicos
Lead Python/AWS Developer,Verdant Infotech Solutions,"Copper Canyon, TX","Python, AWS, AI, Client project experience, Investment domain expertise",https://www.linkedin.com/jobs/view/lead-python-aws-developer-at-verdant-infotech-solutions-3798578812,2,Data / BI / Analytics,0.27223806249337174,27.22,3,Pouco compatível,7,Gabriela,Análise exploratória de dados públicos
DevOps Engineer,iTech Solutions,"Massachusetts, United States","DevOps, OpenShift 3.x / 4.x, RHEL 7.x / coreOS, Database (DB2 Netezza), Scripting (Python), RHCE/RHCA/RHCSA or RHEL certified, OpenShift Administration/Development, Kubernets, Openshift/Docker/Podman, Python",https://www.linkedin.com/jobs/view/devops-engineer-at-itech-solutions-3714396779,2,Data / BI / Analytics,0.26695394344257384,26.7,3,Pouco compatível,7,Gabriela,Análise exploratória de dados públicos
"Python Developer Phoenix, AZ ( Onsite day 1 )","Conch Technologies, Inc","Phoenix, AZ","Python, Bash scripting, Data manipulation, Test scripting, Linux environments, CI/CD orchestration, Data structures",https://www.linkedin.com/jobs/view/python-developer-phoenix-az-onsite-day-1-at-conch-technologies-inc-3766004992,5,Educação / Treinamento,0.26684506788435514,26.68,3,Pouco compatível,7,Gabriela,Análise exploratória de dados públicos
"Python Developer Phoenix, AZ ( Onsite day 1 )","Conch Technologies, Inc","Phoenix, AZ","Python, Bash scripting, Data manipulation, Test scripting, Linux environments, Data structures, Orchestration, CI/CD",https://www.linkedin.com/jobs/view/python-developer-phoenix-az-onsite-day-1-at-conch-technologies-inc-3760854487,5,Educação / Treinamento,0.26684506788435514,26.68,3,Pouco compatível,7,Gabriela,Análise exploratória de dados públicos
QA Lead,Enexus Global Inc.,"Berkeley Heights, NJ","Software Testing, Automation, Scripting, Python",https://www.linkedin.com/jobs/view/qa-lead-at-enexus-global-inc-3770628916,2,Data / BI / Analytics,0.2625221602248789,26.25,3,Pouco compatível,7,Gabriela,Análise exploratória de dados públicos
Sr. Cybersecurity Specialist,Intellectt Inc,"Saint Paul Church, MN","Cybersecurity, Splunk, Python, C/C#, API, GIAC, GCIH, GSEC, GCFA, GREM, Programming skills",https://www.linkedin.com/jobs/view/sr-cybersecurity-specialist-at-intellectt-inc-3734763551,5,Educação / Treinamento,0.25398826814176506,25.4,3,Pouco compatível,7,Gabriela,Análise exploratória de dados públicos
"MID LEVEL WEB DEVELOPER,",Steneral Consulting,"Pompano Beach, FL","PHP, HTML, CSS, JavaScript, Linux, MongoDB, ERP systems, SQL, Web development, Backend development, Frontend development, UI design, Troubleshooting, Debugging, Optimization, Collaboration, Problemsolving, Communication, Teamwork, Attention to detail, Ability to learn quickly, Ability to work independently and as part of a team, Ability to meet deadlines, Ability to work under pressure",https://www.linkedin.com/jobs/view/mid-level-web-developer-at-steneral-consulting-3779893972,2,Data / BI / Analytics,0.42914289543075296,42.91,4,Moderadamente compatível,8,Henrique,Landing page responsiva
Senior Frontend Developer,Zortech Solutions,"Toronto, Ontario, Canada","Javascript, ES6, HTML, CSS, JavaScript, TypeScript, React, REST, Webpack, Rollup, Babel, Playwright, Cypress, Agile, AWS",https://ca.linkedin.com/jobs/view/senior-frontend-developer-at-zortech-solutions-3787442572,2,Data / BI / Analytics,0.4169820847636523,41.7,4,Moderadamente compatível,8,Henrique,Landing page responsiva
Frontend Developer,Futran Solutions,"Newark, NJ","React JS, Javascript, HTML, CSS, Agile development process, Oracle, Unit testing, SDLC process, Wireframes, UI Mockups, DevOps",https://www.linkedin.com/jobs/view/frontend-developer-at-futran-solutions-3803810829,2,Data / BI / Analytics,0.41039348533285613,41.04,4,Moderadamente compatível,8,Henrique,Landing page responsiva
Senior PHP Developer,MindPal,"Henderson, NV","PHP Programming, Laravel, Symfony, Zend Framework, MySQL, PostgreSQL, MongoDB, HTML, CSS, JavaScript, Vue.js, React, Git, Version Control, Debugging, Performance Optimization, English Fluency",https://www.linkedin.com/jobs/view/senior-php-developer-at-mindpal-3764987318,2,Data / BI / Analytics,0.3682034415428591,36.82,3,Pouco compatível,8,Henrique,Landing page responsiva
Frontend Developer,Noir,"Doncaster, England, United Kingdom","Front End Development, HTML, CSS, JavaScript, jQuery, Bootstrap 4/5 framework, Adobe CS products, C#, Clientside HTML, JavaScript, jQuery, CSS, Design agencies, Internal/external product developers, Liaising, Meetings, Business development",https://uk.linkedin.com/jobs/view/frontend-developer-at-noir-3805784293,2,Data / BI / Analytics,0.36477902439665966,36.48,3,Pouco compatível,8,Henrique,Landing page responsiva
Senior PHP Developer,MindPal,"Birmingham, AL","PHP programming, Web application development, Backend development, Databases (MySQL PostgreSQL MongoDB), Frontend technologies (HTML CSS JavaScript), Frameworks (Laravel Symfony Zend Framework Vue.js React), Version control (Git), Troubleshooting, Code analysis, Performance optimization, English (spoken and written)",https://www.linkedin.com/jobs/view/senior-php-developer-at-mindpal-3764991069,2,Data / BI / Analytics,0.35676341910418713,35.68,3,Pouco compatível,8,Henrique,Landing page responsiva
Senior UI/UX Designer and Developer,TekIntegral,"Brooklyn, NY","UI/UX Design, HTML, CSS, JavaScript, jQuery, Adobe XD, Sketch, InVision, User Research, Journey Maps, Personas, Prototyping, Frontend Development, Responsive Web Design, WCAG 2.0, HumanCentered Design, MVC, Design Patterns",https://www.linkedin.com/jobs/view/senior-ui-ux-designer-and-developer-at-tekintegral-3757821561,2,Data / BI / Analytics,0.3286159930858844,32.86,3,Pouco compatível,8,Henrique,Landing page responsiva
SQL Server Developer,Keylent Inc,"Dallas, TX","SQL Server, C#, .Net, .Net Core, Javascript, Angular, Bootstrap, MVVM, SPA, REST API, ODATA, TSQL, Microservices, ORMs, Entity Framework, HTML, CSS, Git, Full stack web development, Responsive web apps, Data warehousing, Data mining, Clinical, Billing, Health care, Bachelor's degree, Computer Science, Information Systems, Health Care Administration, Business, Critical thinking, Analytical skills",https://www.linkedin.com/jobs/view/sql-server-developer-at-keylent-inc-3768058599,2,Data / BI / Analytics,0.31698527314192043,31.7,3,Pouco compatível,8,Henrique,Landing page responsiva
React JS Developer,Mphasis,"Houston, TX","React JS, JavaScript libraries, HTML5, React Hooks & Redux, jQuery AJAX, HTML, CSS, JavaScript, Preprocessors, SASS/LESS, AJAX, SOAP, REST, Document Object Model (DOM), Event Handling Models, Listener, Dispatcher, Eclipse, Visual Studio, Notepad++, IntelliJ, Sublime Text 3, ATOM, Net Beans, WebStorm, Brackets, Java, CI/CD, Jenkins, AWS DevOps, Azure DevOps, GitHub actions, Maven, Gradle, Agile, Scrum, GitHub, Unit Testing",https://www.linkedin.com/jobs/view/react-js-developer-at-mphasis-3800599363,2,Data / BI / Analytics,0.31629450929138947,31.63,3,Pouco compatível,8,Henrique,Landing page responsiva
JavaScript Programmer for Video Surveillance System,PTW,"Norfolk, VA","JavaScript, HTML, CSS, AngularJS, React, CSS3, HTML5, Object Oriented Design, Web service programming, SOA, SOAP, REST, Video codecs, MJPEG, MPEG4 Part 2, H.264, Multimedia streaming, RTSP, Progressive download, Network programming, TCP, UDP, Unicast, Multicast, Code samples, Portfolio of designs, Contributions to open source projects, GitHub, Computer Science, Engineering, 5+ years of experience, Enterprise JavaScript applications, Agile software development process, Feature design, Coding practices for code reuse and standardization, Time and resource estimates, Risk identification and mitigation strategies, Familiarity with JavaScript frameworks, Familiarity with CSS3 and HTML5, Object Oriented design background, Web service programming experience, Concern for quality engineering, Experience building scalable web applications, Bachelor's Degree in Computer Science Engineering or related discipline",https://www.linkedin.com/jobs/view/javascript-programmer-for-video-surveillance-system-at-ptw-3734614861,2,Data / BI / Analytics,0.3157106420962778,31.57,3,Pouco compatível,8,Henrique,Landing page responsiva
Physician,Spartanburg Regional Healthcare System,"Spartanburg, SC",Senior Physician Recruiter,https://www.linkedin.com/jobs/view/physician-at-spartanburg-regional-healthcare-system-3647702943,5,Educação / Treinamento,0.20030765911231246,20.03,2,Muito pouco compatível,9,Isabela,Plano de aula com metodologias ativas
Asesores de Venta,Avvio - mens en wonen,"Querétaro, Querétaro, Mexico","Communication skills, Team work, Sales skills, Experience in sales, Bachelor's degree, Consar certification, Financial services industry, Sales department, Job posting, Talenteca.com",https://mx.linkedin.com/jobs/view/asesores-de-venta-at-avvio-mens-en-wonen-3793900137,5,Educação / Treinamento,0.1969382632761485,19.69,2,Muito pouco compatível,9,Isabela,Plano de aula com metodologias ativas
Gestor de Ventas especialista en cierre y negociación,Grupo Gayosso,"Mexicali, Baja California, Mexico","Sales, Negotiation, Closing sales, Handling objections, Lead generation, Scheduling appointments, Following up, Advising, Reviewing contracts, Public speaking",https://mx.linkedin.com/jobs/view/gestor-de-ventas-especialista-en-cierre-y-negociaci%C3%B3n-at-grupo-gayosso-3741830402,5,Educação / Treinamento,0.19629778781453303,19.63,2,Muito pouco compatível,9,Isabela,Plano de aula com metodologias ativas
Capitan de mesero de banquetes,NewCity Medical Plaza,"Tijuana, Baja California, Mexico","Leadership, Conversational English, Excellent attitude, Proven experience, Excellent presentation, Empathy, Customer service, Hospitality",https://mx.linkedin.com/jobs/view/capitan-de-mesero-de-banquetes-at-newcity-medical-plaza-3778956891,5,Educação / Treinamento,0.1836638778744251,18.37,2,Muito pouco compatível,9,Isabela,Plano de aula com metodologias ativas
Encuestador de Campo,ManpowerGroup México y Centroamérica,"Chimalhuacán, México, Mexico","Field Surveyor, Public Speaking, Android, Market Research",https://mx.linkedin.com/jobs/view/encuestador-de-campo-at-manpowergroup-m%C3%A9xico-y-centroam%C3%A9rica-3790340209,5,Educação / Treinamento,0.17749270333932385,17.75,2,Muito pouco compatível,9,Isabela,Plano de aula com metodologias ativas
Asesor de ventas (sueldo  comisión SIN TOPE),Grupo Gayosso,"Mexicali, Baja California, Mexico","Sales, Customer service, Negotiation, Communication, Objectivedriven, Professional appearance, High school diploma, Intermediate experience, Commercial / Sales, Individual and Family Services",https://mx.linkedin.com/jobs/view/asesor-de-ventas-sueldo-comisi%C3%B3n-sin-tope-at-grupo-gayosso-3721016549,5,Educação / Treinamento,0.17489551038064222,17.49,2,Muito pouco compatível,9,Isabela,Plano de aula com metodologias ativas
Construction Manager,"Innovative Cleaning Services, LLC.","Lexington, KY",Construction background,https://www.linkedin.com/jobs/view/construction-manager-at-innovative-cleaning-services-llc-3787743448,5,Educação / Treinamento,0.17356149889482814,17.36,2,Muito pouco compatível,9,Isabela,Plano de aula com metodologias ativas
security analyst,Extend Information Systems Inc.,"Arizona, United States","Security Analyst, CIS Benchmarking, CIS Scanning, BigFix Reports, Metrics Reporting, Compliance Reporting",https://www.linkedin.com/jobs/view/security-analyst-at-extend-information-systems-inc-3793669360,5,Educação / Treinamento,0.16420882917211835,16.42,2,Muito pouco compatível,9,Isabela,Plano de aula com metodologias ativas
Secretaria Recepcionista,COOLEENS LIMITED,"Toluca, México, Mexico","Microsoft Office Suite, Photocopying, Scanning, Database Control, Reception of Personnel, Customer Service, Punctual Payments, Minimum Legal Benefits, Social Security, Christmas Bonus, Vacation Bonus, Vacation Time, Meal Vouchers, Indefinite Contract, Receptionist, Administrative, Secretarial, Telecommunications",https://mx.linkedin.com/jobs/view/secretaria-recepcionista-at-cooleens-limited-3807210967,5,Educação / Treinamento,0.1628812078452968,16.29,2,Muito pouco compatível,9,Isabela,Plano de aula com metodologias ativas
"Senior Mainframe Developer :: Parsippany, NJ",TekIntegral,"Parsippany, NJ","Cobol, CICS, DB2, JCL, ChangeMan, Intertest, Xpeditor, Stored Procedures, SyncSort, VSAM, OMEGAMON, FILEAID, ESP Workload Automation, Systems analysis, Application design, Application development, Integration, Maintenance, Support, Emerging technologies, Products",https://www.linkedin.com/jobs/view/senior-mainframe-developer-parsippany-nj-at-tekintegral-3717249549,2,Data / BI / Analytics,0.1624034517170395,16.24,2,Muito pouco compatível,9,Isabela,Plano de aula com metodologias ativas
DevOps Engineer,iTech Solutions,"Massachusetts, United States","DevOps, OpenShift 3.x / 4.x, RHEL 7.x / coreOS, Database (DB2 Netezza), Scripting (Python), RHCE/RHCA/RHCSA or RHEL certified, OpenShift Administration/Development, Kubernets, Openshift/Docker/Podman, Python",https://www.linkedin.com/jobs/view/devops-engineer-at-itech-solutions-3714396779,2,Data / BI / Analytics,0.3699794523459245,37.0,3,Pouco compatível,10,João,Deploy de aplicação com Docker
DevOps Engineer/Lead,"The Dignify Solutions, LLC","Addison, TX","Kubernetes, Azure Cloud, Azure DevOps, Docker, Linux, YAML, Terraform, Helm, Jfrog Artifactory, SonarQube, Veracode, Active Directory, Key vault, DNS, Network Security Group, AKS (Azure Kubernetes Service), App Insights/ monitoring, Service End Point, Private End Point, Identity & Access Management (IAM)",https://www.linkedin.com/jobs/view/devops-engineer-lead-at-the-dignify-solutions-llc-3768013611,2,Data / BI / Analytics,0.357489308708541,35.75,3,Pouco compatível,10,João,Deploy de aplicação com Docker
Devops,"The Dignify Solutions, LLC","Phoenix, AZ","DevOps, CI/CD Pipeline, Jenkins, GitHub, Java 8, Docker, Kafka, Kibana, Build Tools",https://www.linkedin.com/jobs/view/devops-at-the-dignify-solutions-llc-3798614621,5,Educação / Treinamento,0.32594691448108826,32.59,3,Pouco compatível,10,João,Deploy de aplicação com Docker
DevOps Engineer,iTech Solutions,"Maryland, United States","Dev Ops, Ansible, Ansible Tower, Linux administration, Amazon Web Services, Docker, ECS, EKS, Bitbucket, Jenkins, Cloudbees, Terraform, SQL, NoSQL, Java, J2EE, Big data platforms",https://www.linkedin.com/jobs/view/devops-engineer-at-itech-solutions-3714396684,2,Data / BI / Analytics,0.32003501411555246,32.0,3,Pouco compatível,10,João,Deploy de aplicação com Docker
Remote Openshift Engineer,Latitude Inc,"Washington, DC","Red Hat OpenShift, GCP, Linux, Kubernetes, Docker, Ansible, Shell, IaC, Automation, Scripting, Cloudnative, Security, Monitoring",https://www.linkedin.com/jobs/view/remote-openshift-engineer-at-latitude-inc-3800484852,2,Data / BI / Analytics,0.27445548209844645,27.45,3,Pouco compatível,10,João,Deploy de aplicação com Docker
IT Security Analyst - 5,"LanceSoft, Inc.","Scarborough, Ontario, Canada","IT Security Analyst, Enterprise Linux, Windows Operating Systems, Common Network Protocols (TCP/UDP/HTTP/FTP), GCP Build and Architecture, Docker Registries, Containers, Kubernetes Deployment, Terraform, DevOps, Data Discovery, Computer Science, Computer Engineering",https://ca.linkedin.com/jobs/view/it-security-analyst-5-at-lancesoft-inc-3805244874,2,Data / BI / Analytics,0.2726494890929982,27.26,3,Pouco compatível,10,João,Deploy de aplicação com Docker
Senior Site Reliability Engineer,Syrinx Consulting,"Seattle, WA","Terraform, CloudFormation, Docker, Kubernetes, AWS, RDS MySQL, RDS Postgres, RDS Aurora, memcache, Redis, Packer, Mesosphere, etcd, zookeeper, Vagrant, Linux, CI/CD, Cloud computing, Data center, Software development, Systems engineering, Infrastructure automation",https://www.linkedin.com/jobs/view/senior-site-reliability-engineer-at-syrinx-consulting-3674407805,2,Data / BI / Analytics,0.25808874359604217,25.81,3,Pouco compatível,10,João,Deploy de aplicação com Docker
"Senior Software Engineer, DevOps",Jobs for Humanity,"Valparaiso, IN","DevOps Engineering, Cloud Native technologies, Unix, Linux system administration, Terraform, Ansible, Container Orchestration, Docker, Kubernetes, Agile Development Practices, Java, Python, SQL, Ruby, Go, AWS tools and services, Bash, Perl",https://www.linkedin.com/jobs/view/senior-software-engineer-devops-at-jobs-for-humanity-3792092482,2,Data / BI / Analytics,0.2150331394538361,21.5,2,Muito pouco compatível,10,João,Deploy de aplicação com Docker
Senior Data Engineer,"Tech Providers, Inc","Los Angeles, CA","Data Engineering, Data Pipeline Implementation, TransactSQL Development, Python Development, PostgreSQL Administration, Data Lake Environment, Database Design, Database Security, Database Architecture, Docker, Git, GitHub, Apache Airflow Configuration, Apache Airflow Management, Apache Spark, SQL Server Administration, API Knowledge, Grafana, Machine Learning Pipeline Experience, Cloudbased Database Platforms (Azure AWS GCP), Linux Server/Subsystem Experience, YUM and DNF Packages Implementation, Centrify, Collaboration with Data Scientists Application Teams and Project Management Teams",https://www.linkedin.com/jobs/view/senior-data-engineer-at-tech-providers-inc-3806004419,2,Data / BI / Analytics,0.21158312011699973,21.16,2,Muito pouco compatível,10,João,Deploy de aplicação com Docker
Site Reliability Engineer,Freelancer.com,"Sydney, New South Wales, Australia","Linux, MySQL, Nginx, ElasticSearch, Redis, RabbitMQ, Consul, AWS, Terraform, Puppet, Python, Go, PHP, Ruby, Node.js, Security, Incident response, Operating systems, Networking, Systems architecture, Cloud, Virtualization, Containers, Configuration management, Infrastructure orchestration, Chef, Ansible, CloudFormation, Docker, Kubernetes, Docker Swarm, AWS ECS",https://au.linkedin.com/jobs/view/site-reliability-engineer-at-freelancer-com-3792333327,2,Data / BI / Analytics,0.21067103678399973,21.07,2,Muito pouco compatível,10,João,Deploy de aplicação com Docker
